NO MATCH: phishing_mails/0 -> similarity=531.00, yara_score=0.00, total=531.00
NO MATCH: regular_mails/566 -> similarity=221.00, yara_score=0.00, total=221.00
MATCH: regular_mails/567 -> similarity=1078.00, yara_score=0.00, total=1078.00
MATCH: regular_mails/568 -> similarity=1674.00, yara_score=0.00, total=1674.00
MATCH: regular_mails/569 -> similarity=1819.00, yara_score=0.00, total=1819.00
MATCH: regular_mails/570 -> similarity=772.00, yara_score=0.00, total=772.00
NO MATCH: regular_mails/571 -> similarity=187.00, yara_score=0.00, total=187.00
NO MATCH: regular_mails/572 -> similarity=223.00, yara_score=0.00, total=223.00
NO MATCH: regular_mails/573 -> similarity=236.00, yara_score=0.00, total=236.00
NO MATCH: regular_mails/574 -> similarity=184.00, yara_score=0.00, total=184.00
NO MATCH: regular_mails/575 -> similarity=278.00, yara_score=0.00, total=278.00
MATCH: regular_mails/576 -> similarity=961.00, yara_score=0.00, total=961.00
NO MATCH: regular_mails/577 -> similarity=302.00, yara_score=0.00, total=302.00
NO MATCH: regular_mails/578 -> similarity=187.00, yara_score=0.00, total=187.00
NO MATCH: regular_mails/579 -> similarity=99.00, yara_score=0.00, total=99.00
NO MATCH: regular_mails/580 -> similarity=239.00, yara_score=0.00, total=239.00
NO MATCH: regular_mails/581 -> similarity=355.00, yara_score=0.00, total=355.00
NO MATCH: regular_mails/582 -> similarity=383.00, yara_score=0.00, total=383.00
NO MATCH: regular_mails/583 -> similarity=349.00, yara_score=0.00, total=349.00
NO MATCH: regular_mails/584 -> similarity=494.00, yara_score=0.00, total=494.00
MATCH: regular_mails/585 -> similarity=1590.00, yara_score=0.00, total=1590.00
MATCH: regular_mails/586 -> similarity=712.00, yara_score=0.00, total=712.00
NO MATCH: regular_mails/587 -> similarity=234.00, yara_score=0.00, total=234.00
NO MATCH: regular_mails/588 -> similarity=569.00, yara_score=0.00, total=569.00
NO MATCH: regular_mails/589 -> similarity=201.00, yara_score=0.00, total=201.00
NO MATCH: regular_mails/590 -> similarity=222.00, yara_score=0.00, total=222.00
NO MATCH: regular_mails/591 -> similarity=197.00, yara_score=0.00, total=197.00
NO MATCH: regular_mails/592 -> similarity=235.00, yara_score=0.00, total=235.00
NO MATCH: regular_mails/593 -> similarity=207.00, yara_score=0.00, total=207.00
NO MATCH: regular_mails/594 -> similarity=263.00, yara_score=0.00, total=263.00
MATCH: regular_mails/595 -> similarity=1833.00, yara_score=0.00, total=1833.00
NO MATCH: regular_mails/596 -> similarity=209.00, yara_score=0.00, total=209.00
NO MATCH: regular_mails/597 -> similarity=569.00, yara_score=0.00, total=569.00
MATCH: regular_mails/598 -> similarity=689.00, yara_score=0.00, total=689.00
MATCH: regular_mails/599 -> similarity=1078.00, yara_score=0.00, total=1078.00
NO MATCH: regular_mails/600 -> similarity=231.00, yara_score=0.00, total=231.00
MATCH: regular_mails/601 -> similarity=2964.00, yara_score=0.00, total=2964.00
MATCH: regular_mails/602 -> similarity=1446.00, yara_score=0.00, total=1446.00
MATCH: regular_mails/603 -> similarity=2040.00, yara_score=0.00, total=2040.00
NO MATCH: regular_mails/604 -> similarity=209.00, yara_score=0.00, total=209.00
MATCH: regular_mails/605 -> similarity=1252.00, yara_score=0.00, total=1252.00
NO MATCH: regular_mails/606 -> similarity=235.00, yara_score=0.00, total=235.00
NO MATCH: regular_mails/607 -> similarity=372.00, yara_score=0.00, total=372.00
MATCH: regular_mails/608 -> similarity=1668.00, yara_score=0.00, total=1668.00
NO MATCH: regular_mails/609 -> similarity=243.00, yara_score=0.00, total=243.00
NO MATCH: regular_mails/610 -> similarity=229.00, yara_score=0.00, total=229.00
NO MATCH: regular_mails/611 -> similarity=260.00, yara_score=0.00, total=260.00
NO MATCH: regular_mails/612 -> similarity=149.00, yara_score=0.00, total=149.00
NO MATCH: regular_mails/613 -> similarity=163.00, yara_score=0.00, total=163.00
NO MATCH: regular_mails/614 -> similarity=293.00, yara_score=0.00, total=293.00
NO MATCH: regular_mails/615 -> similarity=225.00, yara_score=0.00, total=225.00
NO MATCH: regular_mails/616 -> similarity=246.00, yara_score=0.00, total=246.00
MATCH: regular_mails/617 -> similarity=1000.00, yara_score=0.00, total=1000.00
MATCH: regular_mails/618 -> similarity=1985.00, yara_score=0.00, total=1985.00
NO MATCH: regular_mails/619 -> similarity=162.00, yara_score=0.00, total=162.00
NO MATCH: regular_mails/620 -> similarity=272.00, yara_score=0.00, total=272.00
NO MATCH: regular_mails/621 -> similarity=191.00, yara_score=0.00, total=191.00
NO MATCH: regular_mails/622 -> similarity=223.00, yara_score=0.00, total=223.00
NO MATCH: regular_mails/623 -> similarity=278.00, yara_score=0.00, total=278.00
NO MATCH: regular_mails/624 -> similarity=208.00, yara_score=0.00, total=208.00
NO MATCH: regular_mails/625 -> similarity=237.00, yara_score=0.00, total=237.00
NO MATCH: regular_mails/626 -> similarity=135.00, yara_score=0.00, total=135.00
NO MATCH: regular_mails/627 -> similarity=426.00, yara_score=0.00, total=426.00
NO MATCH: regular_mails/628 -> similarity=195.00, yara_score=0.00, total=195.00
NO MATCH: regular_mails/629 -> similarity=351.00, yara_score=0.00, total=351.00
NO MATCH: regular_mails/630 -> similarity=601.00, yara_score=0.00, total=601.00
NO MATCH: regular_mails/631 -> similarity=253.00, yara_score=0.00, total=253.00
MATCH: regular_mails/632 -> similarity=1601.00, yara_score=0.00, total=1601.00
NO MATCH: regular_mails/633 -> similarity=235.00, yara_score=0.00, total=235.00
NO MATCH: regular_mails/634 -> similarity=237.00, yara_score=0.00, total=237.00
NO MATCH: regular_mails/635 -> similarity=290.00, yara_score=0.00, total=290.00
NO MATCH: regular_mails/636 -> similarity=192.00, yara_score=0.00, total=192.00
NO MATCH: regular_mails/637 -> similarity=359.00, yara_score=0.00, total=359.00
NO MATCH: regular_mails/638 -> similarity=198.00, yara_score=0.00, total=198.00
NO MATCH: regular_mails/639 -> similarity=422.00, yara_score=0.00, total=422.00
NO MATCH: regular_mails/640 -> similarity=259.00, yara_score=0.00, total=259.00
NO MATCH: regular_mails/641 -> similarity=554.00, yara_score=0.00, total=554.00
MATCH: regular_mails/642 -> similarity=1464.00, yara_score=0.00, total=1464.00
MATCH: regular_mails/643 -> similarity=1930.00, yara_score=0.00, total=1930.00
MATCH: regular_mails/644 -> similarity=3980.00, yara_score=0.00, total=3980.00
NO MATCH: regular_mails/645 -> similarity=210.00, yara_score=0.00, total=210.00
NO MATCH: regular_mails/646 -> similarity=254.00, yara_score=0.00, total=254.00
NO MATCH: regular_mails/647 -> similarity=211.00, yara_score=0.00, total=211.00
MATCH: regular_mails/648 -> similarity=645.00, yara_score=0.00, total=645.00
NO MATCH: regular_mails/649 -> similarity=236.00, yara_score=0.00, total=236.00
NO MATCH: regular_mails/650 -> similarity=243.00, yara_score=0.00, total=243.00
NO MATCH: regular_mails/651 -> similarity=217.00, yara_score=0.00, total=217.00
NO MATCH: regular_mails/652 -> similarity=109.00, yara_score=0.00, total=109.00
MATCH: regular_mails/653 -> similarity=1795.00, yara_score=0.00, total=1795.00
NO MATCH: regular_mails/654 -> similarity=276.00, yara_score=0.00, total=276.00
NO MATCH: regular_mails/655 -> similarity=247.00, yara_score=0.00, total=247.00
NO MATCH: regular_mails/656 -> similarity=331.00, yara_score=0.00, total=331.00
MATCH: regular_mails/657 -> similarity=2015.00, yara_score=0.00, total=2015.00
NO MATCH: regular_mails/658 -> similarity=202.00, yara_score=0.00, total=202.00
MATCH: regular_mails/659 -> similarity=1952.00, yara_score=0.00, total=1952.00
MATCH: regular_mails/660 -> similarity=1341.00, yara_score=0.00, total=1341.00
MATCH: regular_mails/661 -> similarity=1583.00, yara_score=0.00, total=1583.00
MATCH: regular_mails/662 -> similarity=1616.00, yara_score=0.00, total=1616.00
NO MATCH: regular_mails/663 -> similarity=277.00, yara_score=0.00, total=277.00
NO MATCH: regular_mails/664 -> similarity=277.00, yara_score=0.00, total=277.00
NO MATCH: regular_mails/665 -> similarity=392.00, yara_score=0.00, total=392.00
NO MATCH: regular_mails/666 -> similarity=253.00, yara_score=0.00, total=253.00
NO MATCH: regular_mails/667 -> similarity=223.00, yara_score=0.00, total=223.00
NO MATCH: regular_mails/668 -> similarity=172.00, yara_score=0.00, total=172.00
MATCH: regular_mails/669 -> similarity=657.00, yara_score=0.00, total=657.00
NO MATCH: regular_mails/670 -> similarity=265.00, yara_score=0.00, total=265.00
NO MATCH: regular_mails/671 -> similarity=211.00, yara_score=0.00, total=211.00
MATCH: regular_mails/672 -> similarity=738.00, yara_score=0.00, total=738.00
MATCH: regular_mails/673 -> similarity=1306.00, yara_score=0.00, total=1306.00
NO MATCH: regular_mails/674 -> similarity=209.00, yara_score=0.00, total=209.00
NO MATCH: regular_mails/675 -> similarity=352.00, yara_score=0.00, total=352.00
NO MATCH: regular_mails/676 -> similarity=299.00, yara_score=0.00, total=299.00
MATCH: regular_mails/677 -> similarity=654.00, yara_score=0.00, total=654.00
NO MATCH: regular_mails/678 -> similarity=183.00, yara_score=0.00, total=183.00
MATCH: regular_mails/679 -> similarity=2445.00, yara_score=0.00, total=2445.00
MATCH: regular_mails/680 -> similarity=1355.00, yara_score=0.00, total=1355.00
NO MATCH: regular_mails/681 -> similarity=203.00, yara_score=0.00, total=203.00
NO MATCH: regular_mails/682 -> similarity=216.00, yara_score=0.00, total=216.00
MATCH: regular_mails/683 -> similarity=1681.00, yara_score=0.00, total=1681.00
NO MATCH: regular_mails/684 -> similarity=217.00, yara_score=0.00, total=217.00
MATCH: regular_mails/685 -> similarity=4295.00, yara_score=0.00, total=4295.00
NO MATCH: regular_mails/686 -> similarity=229.00, yara_score=0.00, total=229.00
MATCH: regular_mails/687 -> similarity=1756.00, yara_score=0.00, total=1756.00
NO MATCH: regular_mails/688 -> similarity=333.00, yara_score=0.00, total=333.00
NO MATCH: regular_mails/689 -> similarity=85.00, yara_score=0.00, total=85.00
MATCH: regular_mails/690 -> similarity=705.00, yara_score=0.00, total=705.00
NO MATCH: regular_mails/691 -> similarity=266.00, yara_score=0.00, total=266.00
MATCH: regular_mails/692 -> similarity=716.00, yara_score=0.00, total=716.00
NO MATCH: regular_mails/693 -> similarity=298.00, yara_score=0.00, total=298.00
NO MATCH: regular_mails/694 -> similarity=207.00, yara_score=0.00, total=207.00
NO MATCH: regular_mails/695 -> similarity=288.00, yara_score=0.00, total=288.00
NO MATCH: regular_mails/696 -> similarity=575.00, yara_score=0.00, total=575.00
NO MATCH: regular_mails/697 -> similarity=245.00, yara_score=0.00, total=245.00
NO MATCH: regular_mails/698 -> similarity=251.00, yara_score=0.00, total=251.00
MATCH: regular_mails/699 -> similarity=1925.00, yara_score=0.00, total=1925.00
MATCH: regular_mails/700 -> similarity=1599.00, yara_score=0.00, total=1599.00
NO MATCH: regular_mails/701 -> similarity=266.00, yara_score=0.00, total=266.00
NO MATCH: regular_mails/702 -> similarity=410.00, yara_score=0.00, total=410.00
NO MATCH: regular_mails/703 -> similarity=127.00, yara_score=0.00, total=127.00
NO MATCH: regular_mails/704 -> similarity=263.00, yara_score=0.00, total=263.00
NO MATCH: regular_mails/705 -> similarity=271.00, yara_score=0.00, total=271.00
NO MATCH: regular_mails/706 -> similarity=228.00, yara_score=0.00, total=228.00
MATCH: regular_mails/707 -> similarity=2004.00, yara_score=0.00, total=2004.00
NO MATCH: regular_mails/708 -> similarity=380.00, yara_score=0.00, total=380.00
NO MATCH: regular_mails/709 -> similarity=249.00, yara_score=0.00, total=249.00
MATCH: regular_mails/710 -> similarity=1463.00, yara_score=0.00, total=1463.00
NO MATCH: regular_mails/711 -> similarity=611.00, yara_score=0.00, total=611.00
NO MATCH: regular_mails/712 -> similarity=399.00, yara_score=0.00, total=399.00
NO MATCH: regular_mails/713 -> similarity=182.00, yara_score=0.00, total=182.00
NO MATCH: regular_mails/714 -> similarity=270.00, yara_score=0.00, total=270.00
MATCH: regular_mails/715 -> similarity=935.00, yara_score=0.00, total=935.00
NO MATCH: regular_mails/716 -> similarity=270.00, yara_score=0.00, total=270.00
NO MATCH: regular_mails/717 -> similarity=191.00, yara_score=0.00, total=191.00
NO MATCH: regular_mails/718 -> similarity=194.00, yara_score=0.00, total=194.00
NO MATCH: regular_mails/719 -> similarity=333.00, yara_score=0.00, total=333.00
NO MATCH: regular_mails/720 -> similarity=338.00, yara_score=0.00, total=338.00
NO MATCH: regular_mails/721 -> similarity=378.00, yara_score=0.00, total=378.00
NO MATCH: regular_mails/722 -> similarity=307.00, yara_score=0.00, total=307.00
NO MATCH: regular_mails/723 -> similarity=190.00, yara_score=0.00, total=190.00
NO MATCH: regular_mails/724 -> similarity=176.00, yara_score=0.00, total=176.00
MATCH: regular_mails/725 -> similarity=922.00, yara_score=0.00, total=922.00
NO MATCH: regular_mails/726 -> similarity=435.00, yara_score=0.00, total=435.00
MATCH: regular_mails/727 -> similarity=722.00, yara_score=0.00, total=722.00
NO MATCH: regular_mails/728 -> similarity=288.00, yara_score=0.00, total=288.00
NO MATCH: regular_mails/729 -> similarity=258.00, yara_score=0.00, total=258.00
NO MATCH: regular_mails/730 -> similarity=207.00, yara_score=0.00, total=207.00
MATCH: regular_mails/731 -> similarity=1926.00, yara_score=0.00, total=1926.00
NO MATCH: regular_mails/732 -> similarity=201.00, yara_score=0.00, total=201.00
MATCH: regular_mails/733 -> similarity=2017.00, yara_score=0.00, total=2017.00
NO MATCH: regular_mails/734 -> similarity=426.00, yara_score=0.00, total=426.00
NO MATCH: regular_mails/735 -> similarity=193.00, yara_score=0.00, total=193.00
NO MATCH: regular_mails/736 -> similarity=187.00, yara_score=0.00, total=187.00
NO MATCH: regular_mails/737 -> similarity=245.00, yara_score=0.00, total=245.00
NO MATCH: regular_mails/738 -> similarity=232.00, yara_score=0.00, total=232.00
NO MATCH: regular_mails/739 -> similarity=370.00, yara_score=0.00, total=370.00
NO MATCH: regular_mails/740 -> similarity=235.00, yara_score=0.00, total=235.00
NO MATCH: regular_mails/741 -> similarity=235.00, yara_score=0.00, total=235.00
MATCH: regular_mails/742 -> similarity=762.00, yara_score=0.00, total=762.00
NO MATCH: regular_mails/743 -> similarity=393.00, yara_score=0.00, total=393.00
NO MATCH: regular_mails/744 -> similarity=209.00, yara_score=0.00, total=209.00
NO MATCH: regular_mails/745 -> similarity=285.00, yara_score=0.00, total=285.00
NO MATCH: regular_mails/746 -> similarity=164.00, yara_score=0.00, total=164.00
MATCH: regular_mails/747 -> similarity=5441.00, yara_score=0.00, total=5441.00
NO MATCH: regular_mails/748 -> similarity=239.00, yara_score=0.00, total=239.00
NO MATCH: regular_mails/749 -> similarity=192.00, yara_score=0.00, total=192.00
NO MATCH: regular_mails/750 -> similarity=247.00, yara_score=0.00, total=247.00
NO MATCH: regular_mails/751 -> similarity=172.00, yara_score=0.00, total=172.00
NO MATCH: regular_mails/752 -> similarity=239.00, yara_score=0.00, total=239.00
MATCH: regular_mails/753 -> similarity=835.00, yara_score=0.00, total=835.00
MATCH: regular_mails/754 -> similarity=1899.00, yara_score=0.00, total=1899.00
NO MATCH: regular_mails/755 -> similarity=278.00, yara_score=0.00, total=278.00
NO MATCH: regular_mails/756 -> similarity=270.00, yara_score=0.00, total=270.00
NO MATCH: regular_mails/757 -> similarity=239.00, yara_score=0.00, total=239.00
NO MATCH: regular_mails/758 -> similarity=223.00, yara_score=0.00, total=223.00
NO MATCH: regular_mails/759 -> similarity=223.00, yara_score=0.00, total=223.00
MATCH: regular_mails/760 -> similarity=1272.00, yara_score=0.00, total=1272.00
NO MATCH: regular_mails/761 -> similarity=463.00, yara_score=0.00, total=463.00
NO MATCH: regular_mails/762 -> similarity=168.00, yara_score=0.00, total=168.00
NO MATCH: regular_mails/763 -> similarity=186.00, yara_score=0.00, total=186.00
NO MATCH: regular_mails/764 -> similarity=173.00, yara_score=0.00, total=173.00
MATCH: regular_mails/765 -> similarity=2512.00, yara_score=0.00, total=2512.00
NO MATCH: regular_mails/766 -> similarity=471.00, yara_score=0.00, total=471.00
MATCH: regular_mails/767 -> similarity=647.00, yara_score=0.00, total=647.00
NO MATCH: regular_mails/768 -> similarity=192.00, yara_score=0.00, total=192.00
NO MATCH: regular_mails/769 -> similarity=209.00, yara_score=0.00, total=209.00
MATCH: regular_mails/770 -> similarity=674.00, yara_score=0.00, total=674.00
NO MATCH: regular_mails/771 -> similarity=353.00, yara_score=0.00, total=353.00
NO MATCH: regular_mails/772 -> similarity=248.00, yara_score=0.00, total=248.00
NO MATCH: regular_mails/773 -> similarity=347.00, yara_score=0.00, total=347.00
NO MATCH: regular_mails/774 -> similarity=220.00, yara_score=0.00, total=220.00
NO MATCH: regular_mails/775 -> similarity=356.00, yara_score=0.00, total=356.00
MATCH: regular_mails/776 -> similarity=777.00, yara_score=0.00, total=777.00
NO MATCH: regular_mails/777 -> similarity=575.00, yara_score=0.00, total=575.00
NO MATCH: regular_mails/778 -> similarity=201.00, yara_score=0.00, total=201.00
NO MATCH: regular_mails/779 -> similarity=203.00, yara_score=0.00, total=203.00
NO MATCH: regular_mails/780 -> similarity=575.00, yara_score=0.00, total=575.00
NO MATCH: regular_mails/781 -> similarity=374.00, yara_score=0.00, total=374.00
NO MATCH: regular_mails/782 -> similarity=255.00, yara_score=0.00, total=255.00
NO MATCH: regular_mails/783 -> similarity=429.00, yara_score=0.00, total=429.00
MATCH: regular_mails/784 -> similarity=1216.00, yara_score=0.00, total=1216.00
MATCH: regular_mails/785 -> similarity=656.00, yara_score=0.00, total=656.00
MATCH: regular_mails/786 -> similarity=2349.00, yara_score=0.00, total=2349.00
NO MATCH: regular_mails/787 -> similarity=189.00, yara_score=0.00, total=189.00
MATCH: regular_mails/788 -> similarity=957.00, yara_score=0.00, total=957.00
NO MATCH: regular_mails/789 -> similarity=181.00, yara_score=0.00, total=181.00
NO MATCH: regular_mails/790 -> similarity=218.00, yara_score=0.00, total=218.00
MATCH: regular_mails/791 -> similarity=1542.00, yara_score=0.00, total=1542.00
NO MATCH: regular_mails/792 -> similarity=377.00, yara_score=0.00, total=377.00
NO MATCH: regular_mails/793 -> similarity=186.00, yara_score=0.00, total=186.00
NO MATCH: regular_mails/794 -> similarity=213.00, yara_score=0.00, total=213.00
NO MATCH: regular_mails/795 -> similarity=83.00, yara_score=0.00, total=83.00
NO MATCH: regular_mails/796 -> similarity=219.00, yara_score=0.00, total=219.00
NO MATCH: regular_mails/797 -> similarity=249.00, yara_score=0.00, total=249.00
NO MATCH: regular_mails/798 -> similarity=337.00, yara_score=0.00, total=337.00
NO MATCH: regular_mails/799 -> similarity=584.00, yara_score=0.00, total=584.00
MATCH: regular_mails/800 -> similarity=1855.00, yara_score=0.00, total=1855.00
MATCH: regular_mails/801 -> similarity=1005.00, yara_score=0.00, total=1005.00
NO MATCH: regular_mails/802 -> similarity=449.00, yara_score=0.00, total=449.00
NO MATCH: regular_mails/803 -> similarity=208.00, yara_score=0.00, total=208.00
NO MATCH: regular_mails/804 -> similarity=143.00, yara_score=0.00, total=143.00
MATCH: regular_mails/805 -> similarity=677.00, yara_score=0.00, total=677.00
NO MATCH: regular_mails/806 -> similarity=221.00, yara_score=0.00, total=221.00
NO MATCH: regular_mails/807 -> similarity=320.00, yara_score=0.00, total=320.00
NO MATCH: regular_mails/808 -> similarity=270.00, yara_score=0.00, total=270.00
NO MATCH: regular_mails/809 -> similarity=210.00, yara_score=0.00, total=210.00
MATCH: regular_mails/810 -> similarity=2120.00, yara_score=0.00, total=2120.00
MATCH: regular_mails/811 -> similarity=1476.00, yara_score=0.00, total=1476.00
NO MATCH: regular_mails/812 -> similarity=222.00, yara_score=0.00, total=222.00
NO MATCH: regular_mails/813 -> similarity=283.00, yara_score=0.00, total=283.00
NO MATCH: regular_mails/814 -> similarity=310.00, yara_score=0.00, total=310.00
NO MATCH: regular_mails/815 -> similarity=231.00, yara_score=0.00, total=231.00
MATCH: regular_mails/816 -> similarity=1843.00, yara_score=0.00, total=1843.00
MATCH: regular_mails/817 -> similarity=1569.00, yara_score=0.00, total=1569.00
NO MATCH: regular_mails/818 -> similarity=244.00, yara_score=0.00, total=244.00
NO MATCH: regular_mails/819 -> similarity=197.00, yara_score=0.00, total=197.00
NO MATCH: regular_mails/820 -> similarity=174.00, yara_score=0.00, total=174.00
NO MATCH: regular_mails/821 -> similarity=487.00, yara_score=0.00, total=487.00
NO MATCH: regular_mails/822 -> similarity=538.00, yara_score=0.00, total=538.00
NO MATCH: regular_mails/823 -> similarity=563.00, yara_score=0.00, total=563.00
NO MATCH: regular_mails/824 -> similarity=301.00, yara_score=0.00, total=301.00
NO MATCH: regular_mails/825 -> similarity=408.00, yara_score=0.00, total=408.00
NO MATCH: regular_mails/826 -> similarity=246.00, yara_score=0.00, total=246.00
NO MATCH: regular_mails/827 -> similarity=298.00, yara_score=0.00, total=298.00
MATCH: regular_mails/828 -> similarity=662.00, yara_score=0.00, total=662.00
NO MATCH: regular_mails/829 -> similarity=580.00, yara_score=0.00, total=580.00
NO MATCH: regular_mails/830 -> similarity=207.00, yara_score=0.00, total=207.00
NO MATCH: regular_mails/831 -> similarity=194.00, yara_score=0.00, total=194.00
NO MATCH: regular_mails/832 -> similarity=254.00, yara_score=0.00, total=254.00
NO MATCH: regular_mails/833 -> similarity=193.00, yara_score=0.00, total=193.00
NO MATCH: regular_mails/834 -> similarity=225.00, yara_score=0.00, total=225.00
NO MATCH: regular_mails/835 -> similarity=214.00, yara_score=0.00, total=214.00
MATCH: regular_mails/836 -> similarity=1342.00, yara_score=0.00, total=1342.00
NO MATCH: regular_mails/837 -> similarity=591.00, yara_score=0.00, total=591.00
NO MATCH: regular_mails/838 -> similarity=272.00, yara_score=0.00, total=272.00
NO MATCH: regular_mails/839 -> similarity=295.00, yara_score=0.00, total=295.00
NO MATCH: regular_mails/840 -> similarity=322.00, yara_score=0.00, total=322.00
NO MATCH: regular_mails/841 -> similarity=216.00, yara_score=0.00, total=216.00
MATCH: regular_mails/842 -> similarity=1171.00, yara_score=0.00, total=1171.00
MATCH: regular_mails/843 -> similarity=1958.00, yara_score=0.00, total=1958.00
MATCH: regular_mails/844 -> similarity=2015.00, yara_score=0.00, total=2015.00
MATCH: regular_mails/845 -> similarity=1424.00, yara_score=0.00, total=1424.00
NO MATCH: regular_mails/846 -> similarity=201.00, yara_score=0.00, total=201.00
MATCH: regular_mails/847 -> similarity=1948.00, yara_score=0.00, total=1948.00
NO MATCH: regular_mails/848 -> similarity=607.00, yara_score=0.00, total=607.00
NO MATCH: regular_mails/849 -> similarity=308.00, yara_score=0.00, total=308.00
NO MATCH: regular_mails/850 -> similarity=206.00, yara_score=0.00, total=206.00
NO MATCH: regular_mails/851 -> similarity=381.00, yara_score=0.00, total=381.00
NO MATCH: regular_mails/852 -> similarity=365.00, yara_score=0.00, total=365.00
NO MATCH: regular_mails/853 -> similarity=178.00, yara_score=0.00, total=178.00
NO MATCH: regular_mails/854 -> similarity=182.00, yara_score=0.00, total=182.00
NO MATCH: regular_mails/855 -> similarity=192.00, yara_score=0.00, total=192.00
NO MATCH: regular_mails/856 -> similarity=185.00, yara_score=0.00, total=185.00
NO MATCH: regular_mails/857 -> similarity=280.00, yara_score=0.00, total=280.00
NO MATCH: regular_mails/858 -> similarity=467.00, yara_score=0.00, total=467.00
NO MATCH: regular_mails/859 -> similarity=229.00, yara_score=0.00, total=229.00
MATCH: regular_mails/860 -> similarity=651.00, yara_score=0.00, total=651.00
NO MATCH: regular_mails/861 -> similarity=239.00, yara_score=0.00, total=239.00
NO MATCH: regular_mails/862 -> similarity=324.00, yara_score=0.00, total=324.00
NO MATCH: regular_mails/863 -> similarity=377.00, yara_score=0.00, total=377.00
NO MATCH: regular_mails/864 -> similarity=385.00, yara_score=0.00, total=385.00
NO MATCH: regular_mails/865 -> similarity=166.00, yara_score=0.00, total=166.00
NO MATCH: regular_mails/866 -> similarity=288.00, yara_score=0.00, total=288.00
NO MATCH: regular_mails/867 -> similarity=188.00, yara_score=0.00, total=188.00
MATCH: regular_mails/868 -> similarity=3026.00, yara_score=0.00, total=3026.00
MATCH: regular_mails/869 -> similarity=1630.00, yara_score=0.00, total=1630.00
NO MATCH: regular_mails/870 -> similarity=267.00, yara_score=0.00, total=267.00
NO MATCH: regular_mails/871 -> similarity=182.00, yara_score=0.00, total=182.00
NO MATCH: regular_mails/872 -> similarity=372.00, yara_score=0.00, total=372.00
NO MATCH: regular_mails/873 -> similarity=253.00, yara_score=0.00, total=253.00
NO MATCH: regular_mails/874 -> similarity=210.00, yara_score=0.00, total=210.00
NO MATCH: regular_mails/875 -> similarity=354.00, yara_score=0.00, total=354.00
NO MATCH: regular_mails/876 -> similarity=371.00, yara_score=0.00, total=371.00
NO MATCH: regular_mails/877 -> similarity=591.00, yara_score=0.00, total=591.00
NO MATCH: regular_mails/878 -> similarity=273.00, yara_score=0.00, total=273.00
MATCH: regular_mails/879 -> similarity=1986.00, yara_score=0.00, total=1986.00
NO MATCH: regular_mails/880 -> similarity=288.00, yara_score=0.00, total=288.00
NO MATCH: regular_mails/881 -> similarity=188.00, yara_score=0.00, total=188.00
MATCH: regular_mails/882 -> similarity=1419.00, yara_score=0.00, total=1419.00
MATCH: regular_mails/883 -> similarity=1984.00, yara_score=0.00, total=1984.00
MATCH: regular_mails/884 -> similarity=1648.00, yara_score=0.00, total=1648.00
NO MATCH: regular_mails/885 -> similarity=276.00, yara_score=0.00, total=276.00
NO MATCH: regular_mails/886 -> similarity=307.00, yara_score=0.00, total=307.00
